Weight in kg	Height	HeightClass	Player	Team	WeightClass	Year
97,52235955	198,12	198	Michael Jordan	Washington Wizards	95	2001
147,41752025	215,9	213	Shaquille O'Neal	Los Angeles Lakers	145	2001
113,3980925	210,82	210	Tim Duncan	San Antonio Spurs	110	2001
108,8621688	210,82	210	Kevin Garnett	Minnesota Timberwolves	105	2001
96,16158244	198,12	198	Kobe Bryant	Los Angeles Lakers	95	2001
88,45051215	190,5	189	Steve Francis	Houston Rockets	85	2001
120,20197805	205,74	204	Karl Malone	Utah Jazz	120	2001
80,73944186	190,5	189	Steve Nash	Dallas Mavericks	80	2001
111,13013065	213,36	213	Dirk Nowitzki	Dallas Mavericks	110	2001
81,6466266	193,04	192	Gary Payton	Seattle SuperSonics	80	2001
103,87265273	208,28	207	Peja Stojakovic	Sacramento Kings	100	2001
108,8621688	200,66	198	Wally Szczerbiak	Minnesota Timberwolves	105	2001
111,13013065	205,74	204	Chris Webber	Sacramento Kings	110	2001
115,21246198	205,74	204	Elton Brand	Los Angeles Clippers	115	2001
74,84274105	182,88	180	Allen Iverson	Philadelphia Sixers	70	2000
95,2543977	203,2	201	Tracy McGrady	Orlando Magic	95	2000
99,7903214	198,12	198	Vince Carter	Toronto Raptors	95	2000
108,8621688	208,28	207	Alonzo Mourning	Miami Heat	105	2000
102,05828325	203,2	201	Grant Hill	Orlando Magic	100	2000
92,98643585	195,58	195	Ray Allen	Milwaukee Bucks	90	2000
111,13013065	205,74	204	Antonio Davis	Toronto Raptors	110	2000
106,59420695	208,28	207	Theo Ratliff	Philadelphia Sixers	105	2000
102,05828325	200,66	198	Glenn Robinson	Milwaukee Bucks	100	2000
98,88313666	198,12	198	Jerry Stackhouse	Detroit Pistons	95	2000
81,6466266	187,96	186	Stephon Marbury	New Jersey Nets	80	2000
113,3980925	200,66	198	Anthony Mason	Miami Heat	110	2000
117,9340162	218,44	216	Dikembe Mutombo	Atlanta Hawks	115	2000
86,1825503	195,58	195	Latrell Sprewell	New York Knicks	85	2000
92,98643585	198,12	198	Allan Houston	New York Knicks	90	2000
95,2543977	193,04	192	Jason Kidd	Phoenix Suns	95	2000
96,16158244	198,12	198	Kobe Bryant	Los Angeles Lakers	95	2000
113,3980925	210,82	210	Tim Duncan	San Antonio Spurs	110	2000
147,41752025	215,9	213	Shaquille O'Neal	Los Angeles Lakers	145	2000
111,13013065	205,74	204	Chris Webber	Sacramento Kings	110	2000
102,05828325	200,66	198	Michael Finley	Dallas Mavericks	100	2000
108,8621688	210,82	210	Kevin Garnett	Minnesota Timberwolves	105	2000
120,20197805	205,74	204	Karl Malone	Utah Jazz	120	2000
111,13013065	205,74	204	Antonio McDyess	Denver Nuggets	110	2000
81,6466266	193,04	192	Gary Payton	Seattle SuperSonics	80	2000
104,3262451	210,82	210	Rasheed Wallace	Portland Trail Blazers	100	2000
113,3980925	215,9	213	David Robinson	San Antonio Spurs	110	2000
117,9340162	215,9	213	Vlade Divac	Sacramento Kings	115	2000
